,ownerincome,housholdincome,ownerid,houseid,
542,994433,986372,350,49,"insert into income (ownerid, houseid, familyincome, householdincome) values (350,49,994433,986372);"
543,925787,553277,427,2344,"insert into income (ownerid, houseid, familyincome, householdincome) values (427,2344,925787,553277);"
544,563073,695193,656,109,"insert into income (ownerid, houseid, familyincome, householdincome) values (656,109,563073,695193);"
545,851525,513385,889,74,"insert into income (ownerid, houseid, familyincome, householdincome) values (889,74,851525,513385);"
546,630219,998096,216,1661,"insert into income (ownerid, houseid, familyincome, householdincome) values (216,1661,630219,998096);"
547,484402,1164789,146,138,"insert into income (ownerid, houseid, familyincome, householdincome) values (146,138,484402,1164789);"
548,953866,654529,540,1709,"insert into income (ownerid, houseid, familyincome, householdincome) values (540,1709,953866,654529);"
549,350217,604817,952,2142,"insert into income (ownerid, houseid, familyincome, householdincome) values (952,2142,350217,604817);"
550,347325,543466,276,798,"insert into income (ownerid, houseid, familyincome, householdincome) values (276,798,347325,543466);"
551,388216,551140,248,1170,"insert into income (ownerid, houseid, familyincome, householdincome) values (248,1170,388216,551140);"
552,556008,749318,847,468,"insert into income (ownerid, houseid, familyincome, householdincome) values (847,468,556008,749318);"
553,987801,728338,292,1023,"insert into income (ownerid, houseid, familyincome, householdincome) values (292,1023,987801,728338);"
554,559063,616582,15,2041,"insert into income (ownerid, houseid, familyincome, householdincome) values (15,2041,559063,616582);"
555,392844,722000,808,161,"insert into income (ownerid, houseid, familyincome, householdincome) values (808,161,392844,722000);"
556,457027,923625,745,2474,"insert into income (ownerid, houseid, familyincome, householdincome) values (745,2474,457027,923625);"
557,904851,525324,978,369,"insert into income (ownerid, houseid, familyincome, householdincome) values (978,369,904851,525324);"
558,307530,956671,496,663,"insert into income (ownerid, houseid, familyincome, householdincome) values (496,663,307530,956671);"
559,502095,1174310,58,1100,"insert into income (ownerid, houseid, familyincome, householdincome) values (58,1100,502095,1174310);"
560,382067,656885,320,957,"insert into income (ownerid, houseid, familyincome, householdincome) values (320,957,382067,656885);"
561,732943,519211,650,577,"insert into income (ownerid, houseid, familyincome, householdincome) values (650,577,732943,519211);"
562,345219,1067891,550,1401,"insert into income (ownerid, houseid, familyincome, householdincome) values (550,1401,345219,1067891);"
563,429286,1173785,319,2457,"insert into income (ownerid, houseid, familyincome, householdincome) values (319,2457,429286,1173785);"
564,661229,1037150,169,1320,"insert into income (ownerid, houseid, familyincome, householdincome) values (169,1320,661229,1037150);"
565,982801,694677,753,256,"insert into income (ownerid, houseid, familyincome, householdincome) values (753,256,982801,694677);"
566,767838,1042232,754,336,"insert into income (ownerid, houseid, familyincome, householdincome) values (754,336,767838,1042232);"
567,314180,970716,940,1311,"insert into income (ownerid, houseid, familyincome, householdincome) values (940,1311,314180,970716);"
568,799419,826522,568,2241,"insert into income (ownerid, houseid, familyincome, householdincome) values (568,2241,799419,826522);"
569,684654,1199601,272,699,"insert into income (ownerid, houseid, familyincome, householdincome) values (272,699,684654,1199601);"
570,424269,611655,259,591,"insert into income (ownerid, houseid, familyincome, householdincome) values (259,591,424269,611655);"
571,501104,937742,938,1687,"insert into income (ownerid, houseid, familyincome, householdincome) values (938,1687,501104,937742);"
572,760188,707215,629,1966,"insert into income (ownerid, houseid, familyincome, householdincome) values (629,1966,760188,707215);"
573,727222,639597,897,1016,"insert into income (ownerid, houseid, familyincome, householdincome) values (897,1016,727222,639597);"
574,841130,1068355,310,464,"insert into income (ownerid, houseid, familyincome, householdincome) values (310,464,841130,1068355);"
575,936816,863668,621,1513,"insert into income (ownerid, houseid, familyincome, householdincome) values (621,1513,936816,863668);"
576,508848,1075272,181,1435,"insert into income (ownerid, houseid, familyincome, householdincome) values (181,1435,508848,1075272);"
577,356936,550319,430,687,"insert into income (ownerid, houseid, familyincome, householdincome) values (430,687,356936,550319);"
578,927835,1029427,828,144,"insert into income (ownerid, houseid, familyincome, householdincome) values (828,144,927835,1029427);"
579,640629,688025,90,272,"insert into income (ownerid, houseid, familyincome, householdincome) values (90,272,640629,688025);"
580,438187,683014,469,2070,"insert into income (ownerid, houseid, familyincome, householdincome) values (469,2070,438187,683014);"
581,399226,1199877,787,1713,"insert into income (ownerid, houseid, familyincome, householdincome) values (787,1713,399226,1199877);"
582,629101,642356,807,213,"insert into income (ownerid, houseid, familyincome, householdincome) values (807,213,629101,642356);"
583,681564,943025,28,1282,"insert into income (ownerid, houseid, familyincome, householdincome) values (28,1282,681564,943025);"
584,544107,683104,213,1114,"insert into income (ownerid, houseid, familyincome, householdincome) values (213,1114,544107,683104);"
585,681174,1137281,631,1209,"insert into income (ownerid, houseid, familyincome, householdincome) values (631,1209,681174,1137281);"
586,490036,1060047,757,1332,"insert into income (ownerid, houseid, familyincome, householdincome) values (757,1332,490036,1060047);"
587,586368,813318,919,1220,"insert into income (ownerid, houseid, familyincome, householdincome) values (919,1220,586368,813318);"
588,471848,761778,666,1870,"insert into income (ownerid, houseid, familyincome, householdincome) values (666,1870,471848,761778);"
589,973443,716913,825,1293,"insert into income (ownerid, houseid, familyincome, householdincome) values (825,1293,973443,716913);"
590,431188,541998,706,1298,"insert into income (ownerid, houseid, familyincome, householdincome) values (706,1298,431188,541998);"
591,855105,1196487,739,691,"insert into income (ownerid, houseid, familyincome, householdincome) values (739,691,855105,1196487);"
592,448028,715402,116,1659,"insert into income (ownerid, houseid, familyincome, householdincome) values (116,1659,448028,715402);"
593,377911,624288,353,509,"insert into income (ownerid, houseid, familyincome, householdincome) values (353,509,377911,624288);"
594,903166,868568,344,1101,"insert into income (ownerid, houseid, familyincome, householdincome) values (344,1101,903166,868568);"
595,959153,919647,612,541,"insert into income (ownerid, houseid, familyincome, householdincome) values (612,541,959153,919647);"
596,510186,1192583,374,1085,"insert into income (ownerid, houseid, familyincome, householdincome) values (374,1085,510186,1192583);"
597,563107,1028271,54,14,"insert into income (ownerid, houseid, familyincome, householdincome) values (54,14,563107,1028271);"
598,415688,1102340,611,802,"insert into income (ownerid, houseid, familyincome, householdincome) values (611,802,415688,1102340);"
599,973312,522595,493,1713,"insert into income (ownerid, houseid, familyincome, householdincome) values (493,1713,973312,522595);"
600,473847,674224,796,45,"insert into income (ownerid, houseid, familyincome, householdincome) values (796,45,473847,674224);"
601,536369,871045,527,2251,"insert into income (ownerid, houseid, familyincome, householdincome) values (527,2251,536369,871045);"
602,334209,1072501,775,767,"insert into income (ownerid, houseid, familyincome, householdincome) values (775,767,334209,1072501);"
603,914577,1010813,227,550,"insert into income (ownerid, houseid, familyincome, householdincome) values (227,550,914577,1010813);"
604,615607,750542,396,290,"insert into income (ownerid, houseid, familyincome, householdincome) values (396,290,615607,750542);"
605,785981,1061821,84,1342,"insert into income (ownerid, houseid, familyincome, householdincome) values (84,1342,785981,1061821);"
606,589691,954002,176,1691,"insert into income (ownerid, houseid, familyincome, householdincome) values (176,1691,589691,954002);"
607,739418,996460,119,2457,"insert into income (ownerid, houseid, familyincome, householdincome) values (119,2457,739418,996460);"
608,647399,547632,770,2284,"insert into income (ownerid, houseid, familyincome, householdincome) values (770,2284,647399,547632);"
609,314129,987700,164,525,"insert into income (ownerid, houseid, familyincome, householdincome) values (164,525,314129,987700);"
610,721075,1074070,366,159,"insert into income (ownerid, houseid, familyincome, householdincome) values (366,159,721075,1074070);"
611,920259,996087,199,201,"insert into income (ownerid, houseid, familyincome, householdincome) values (199,201,920259,996087);"
612,392452,1035798,540,2077,"insert into income (ownerid, houseid, familyincome, householdincome) values (540,2077,392452,1035798);"
613,854635,691573,400,1099,"insert into income (ownerid, houseid, familyincome, householdincome) values (400,1099,854635,691573);"
614,314020,1058072,425,1756,"insert into income (ownerid, houseid, familyincome, householdincome) values (425,1756,314020,1058072);"
615,496494,528979,267,1068,"insert into income (ownerid, houseid, familyincome, householdincome) values (267,1068,496494,528979);"
616,781609,702362,633,1426,"insert into income (ownerid, houseid, familyincome, householdincome) values (633,1426,781609,702362);"
617,766819,945719,56,2001,"insert into income (ownerid, houseid, familyincome, householdincome) values (56,2001,766819,945719);"
618,712660,770239,61,451,"insert into income (ownerid, houseid, familyincome, householdincome) values (61,451,712660,770239);"
619,617604,701076,191,10,"insert into income (ownerid, houseid, familyincome, householdincome) values (191,10,617604,701076);"
620,462514,1176105,608,1920,"insert into income (ownerid, houseid, familyincome, householdincome) values (608,1920,462514,1176105);"
621,781590,607020,934,2156,"insert into income (ownerid, houseid, familyincome, householdincome) values (934,2156,781590,607020);"
622,477693,744340,23,2408,"insert into income (ownerid, houseid, familyincome, householdincome) values (23,2408,477693,744340);"
623,950444,1076906,938,1315,"insert into income (ownerid, houseid, familyincome, householdincome) values (938,1315,950444,1076906);"
624,905424,689419,952,2116,"insert into income (ownerid, houseid, familyincome, householdincome) values (952,2116,905424,689419);"
625,822682,1005767,285,2208,"insert into income (ownerid, houseid, familyincome, householdincome) values (285,2208,822682,1005767);"
626,418664,672885,770,575,"insert into income (ownerid, houseid, familyincome, householdincome) values (770,575,418664,672885);"
627,482373,560170,623,960,"insert into income (ownerid, houseid, familyincome, householdincome) values (623,960,482373,560170);"
628,913305,622085,17,2135,"insert into income (ownerid, houseid, familyincome, householdincome) values (17,2135,913305,622085);"
629,620896,647593,367,1874,"insert into income (ownerid, houseid, familyincome, householdincome) values (367,1874,620896,647593);"
630,318994,798616,124,797,"insert into income (ownerid, houseid, familyincome, householdincome) values (124,797,318994,798616);"
631,495045,1047559,968,2199,"insert into income (ownerid, houseid, familyincome, householdincome) values (968,2199,495045,1047559);"
632,664152,1175716,704,2037,"insert into income (ownerid, houseid, familyincome, householdincome) values (704,2037,664152,1175716);"
633,464489,547758,395,1583,"insert into income (ownerid, houseid, familyincome, householdincome) values (395,1583,464489,547758);"
634,690808,590886,36,658,"insert into income (ownerid, houseid, familyincome, householdincome) values (36,658,690808,590886);"
635,690729,1096957,369,1126,"insert into income (ownerid, houseid, familyincome, householdincome) values (369,1126,690729,1096957);"
636,980098,1037252,955,803,"insert into income (ownerid, houseid, familyincome, householdincome) values (955,803,980098,1037252);"
637,902723,1042041,576,2129,"insert into income (ownerid, houseid, familyincome, householdincome) values (576,2129,902723,1042041);"
638,919521,876437,525,87,"insert into income (ownerid, houseid, familyincome, householdincome) values (525,87,919521,876437);"
639,820704,735270,477,2412,"insert into income (ownerid, houseid, familyincome, householdincome) values (477,2412,820704,735270);"
640,788012,907986,390,1780,"insert into income (ownerid, houseid, familyincome, householdincome) values (390,1780,788012,907986);"
641,514950,559899,642,2059,"insert into income (ownerid, houseid, familyincome, householdincome) values (642,2059,514950,559899);"
642,853945,595536,333,173,"insert into income (ownerid, houseid, familyincome, householdincome) values (333,173,853945,595536);"
643,909759,822245,361,1430,"insert into income (ownerid, houseid, familyincome, householdincome) values (361,1430,909759,822245);"
644,852348,852075,960,1218,"insert into income (ownerid, houseid, familyincome, householdincome) values (960,1218,852348,852075);"
645,405483,659794,255,1112,"insert into income (ownerid, houseid, familyincome, householdincome) values (255,1112,405483,659794);"
646,716002,1182146,894,102,"insert into income (ownerid, houseid, familyincome, householdincome) values (894,102,716002,1182146);"
647,510933,873505,369,40,"insert into income (ownerid, houseid, familyincome, householdincome) values (369,40,510933,873505);"
648,629058,1081203,532,456,"insert into income (ownerid, houseid, familyincome, householdincome) values (532,456,629058,1081203);"
649,945954,1004717,155,424,"insert into income (ownerid, houseid, familyincome, householdincome) values (155,424,945954,1004717);"
650,469100,619086,695,1329,"insert into income (ownerid, houseid, familyincome, householdincome) values (695,1329,469100,619086);"
651,373407,1044087,42,1189,"insert into income (ownerid, houseid, familyincome, householdincome) values (42,1189,373407,1044087);"
652,693195,616075,273,2007,"insert into income (ownerid, houseid, familyincome, householdincome) values (273,2007,693195,616075);"
653,868408,888947,790,1016,"insert into income (ownerid, houseid, familyincome, householdincome) values (790,1016,868408,888947);"
654,731095,541872,217,1193,"insert into income (ownerid, houseid, familyincome, householdincome) values (217,1193,731095,541872);"
655,949319,954090,657,1699,"insert into income (ownerid, houseid, familyincome, householdincome) values (657,1699,949319,954090);"
656,786817,940647,713,253,"insert into income (ownerid, houseid, familyincome, householdincome) values (713,253,786817,940647);"
657,847934,509270,601,1422,"insert into income (ownerid, houseid, familyincome, householdincome) values (601,1422,847934,509270);"
658,865734,914353,663,2137,"insert into income (ownerid, houseid, familyincome, householdincome) values (663,2137,865734,914353);"
659,507921,686300,893,54,"insert into income (ownerid, houseid, familyincome, householdincome) values (893,54,507921,686300);"
660,538163,913767,897,1530,"insert into income (ownerid, houseid, familyincome, householdincome) values (897,1530,538163,913767);"
661,437586,837415,470,1121,"insert into income (ownerid, houseid, familyincome, householdincome) values (470,1121,437586,837415);"
662,432715,520269,606,2216,"insert into income (ownerid, houseid, familyincome, householdincome) values (606,2216,432715,520269);"
663,831968,1189689,194,1625,"insert into income (ownerid, houseid, familyincome, householdincome) values (194,1625,831968,1189689);"
664,879831,963527,766,615,"insert into income (ownerid, houseid, familyincome, householdincome) values (766,615,879831,963527);"
665,466121,860064,363,682,"insert into income (ownerid, houseid, familyincome, householdincome) values (363,682,466121,860064);"
666,658175,660779,894,2198,"insert into income (ownerid, houseid, familyincome, householdincome) values (894,2198,658175,660779);"
667,923914,1043727,672,516,"insert into income (ownerid, houseid, familyincome, householdincome) values (672,516,923914,1043727);"
668,974403,1038590,460,545,"insert into income (ownerid, houseid, familyincome, householdincome) values (460,545,974403,1038590);"
669,916246,1067980,938,328,"insert into income (ownerid, houseid, familyincome, householdincome) values (938,328,916246,1067980);"
670,493237,1025112,866,29,"insert into income (ownerid, houseid, familyincome, householdincome) values (866,29,493237,1025112);"
671,691442,668337,631,305,"insert into income (ownerid, houseid, familyincome, householdincome) values (631,305,691442,668337);"
672,683823,902262,429,1048,"insert into income (ownerid, houseid, familyincome, householdincome) values (429,1048,683823,902262);"
673,591442,1073929,609,1685,"insert into income (ownerid, houseid, familyincome, householdincome) values (609,1685,591442,1073929);"
674,918877,540634,819,1905,"insert into income (ownerid, houseid, familyincome, householdincome) values (819,1905,918877,540634);"
675,716236,894639,624,1209,"insert into income (ownerid, houseid, familyincome, householdincome) values (624,1209,716236,894639);"
676,358970,1163845,403,2376,"insert into income (ownerid, houseid, familyincome, householdincome) values (403,2376,358970,1163845);"
677,342083,1034798,242,12,"insert into income (ownerid, houseid, familyincome, householdincome) values (242,12,342083,1034798);"
678,547297,651267,629,20,"insert into income (ownerid, houseid, familyincome, householdincome) values (629,20,547297,651267);"
679,907404,954230,619,1752,"insert into income (ownerid, houseid, familyincome, householdincome) values (619,1752,907404,954230);"
680,567577,775159,145,328,"insert into income (ownerid, houseid, familyincome, householdincome) values (145,328,567577,775159);"
681,360236,729403,42,2223,"insert into income (ownerid, houseid, familyincome, householdincome) values (42,2223,360236,729403);"
682,709421,772682,886,346,"insert into income (ownerid, houseid, familyincome, householdincome) values (886,346,709421,772682);"
683,373327,1088494,926,1776,"insert into income (ownerid, houseid, familyincome, householdincome) values (926,1776,373327,1088494);"
684,334496,1060459,811,295,"insert into income (ownerid, houseid, familyincome, householdincome) values (811,295,334496,1060459);"
685,700665,704625,435,2126,"insert into income (ownerid, houseid, familyincome, householdincome) values (435,2126,700665,704625);"
686,770523,684882,582,800,"insert into income (ownerid, houseid, familyincome, householdincome) values (582,800,770523,684882);"
687,815900,1032927,636,225,"insert into income (ownerid, houseid, familyincome, householdincome) values (636,225,815900,1032927);"
688,331629,578715,306,318,"insert into income (ownerid, houseid, familyincome, householdincome) values (306,318,331629,578715);"
689,935338,670646,27,1409,"insert into income (ownerid, houseid, familyincome, householdincome) values (27,1409,935338,670646);"
690,767172,869488,584,2339,"insert into income (ownerid, houseid, familyincome, householdincome) values (584,2339,767172,869488);"
691,889537,548056,977,170,"insert into income (ownerid, houseid, familyincome, householdincome) values (977,170,889537,548056);"
692,606180,646276,111,1306,"insert into income (ownerid, houseid, familyincome, householdincome) values (111,1306,606180,646276);"
693,967985,981048,51,181,"insert into income (ownerid, houseid, familyincome, householdincome) values (51,181,967985,981048);"
694,953540,1061604,499,379,"insert into income (ownerid, houseid, familyincome, householdincome) values (499,379,953540,1061604);"
695,637578,1169062,692,74,"insert into income (ownerid, houseid, familyincome, householdincome) values (692,74,637578,1169062);"
696,654384,1141256,520,487,"insert into income (ownerid, houseid, familyincome, householdincome) values (520,487,654384,1141256);"
697,970207,971214,944,637,"insert into income (ownerid, houseid, familyincome, householdincome) values (944,637,970207,971214);"
698,916900,630782,364,1467,"insert into income (ownerid, houseid, familyincome, householdincome) values (364,1467,916900,630782);"
699,413610,1130623,338,2218,"insert into income (ownerid, houseid, familyincome, householdincome) values (338,2218,413610,1130623);"
700,825875,1032390,844,882,"insert into income (ownerid, houseid, familyincome, householdincome) values (844,882,825875,1032390);"
701,333416,1173749,765,146,"insert into income (ownerid, houseid, familyincome, householdincome) values (765,146,333416,1173749);"
702,993223,917173,619,75,"insert into income (ownerid, houseid, familyincome, householdincome) values (619,75,993223,917173);"
703,908477,795196,514,2375,"insert into income (ownerid, houseid, familyincome, householdincome) values (514,2375,908477,795196);"
704,460837,1185407,977,685,"insert into income (ownerid, houseid, familyincome, householdincome) values (977,685,460837,1185407);"
705,371315,843994,289,777,"insert into income (ownerid, houseid, familyincome, householdincome) values (289,777,371315,843994);"
706,973367,826172,199,2363,"insert into income (ownerid, houseid, familyincome, householdincome) values (199,2363,973367,826172);"
707,467098,1183490,438,1693,"insert into income (ownerid, houseid, familyincome, householdincome) values (438,1693,467098,1183490);"
708,977821,1097960,961,81,"insert into income (ownerid, houseid, familyincome, householdincome) values (961,81,977821,1097960);"
709,371627,914023,903,112,"insert into income (ownerid, houseid, familyincome, householdincome) values (903,112,371627,914023);"
710,786342,950815,45,655,"insert into income (ownerid, houseid, familyincome, householdincome) values (45,655,786342,950815);"
711,776711,1150602,600,2002,"insert into income (ownerid, houseid, familyincome, householdincome) values (600,2002,776711,1150602);"
712,885139,982929,484,1886,"insert into income (ownerid, houseid, familyincome, householdincome) values (484,1886,885139,982929);"
713,389337,769669,273,1878,"insert into income (ownerid, houseid, familyincome, householdincome) values (273,1878,389337,769669);"
714,302588,866269,215,974,"insert into income (ownerid, houseid, familyincome, householdincome) values (215,974,302588,866269);"
715,928876,629232,750,1112,"insert into income (ownerid, houseid, familyincome, householdincome) values (750,1112,928876,629232);"
716,605515,726049,862,1376,"insert into income (ownerid, houseid, familyincome, householdincome) values (862,1376,605515,726049);"
717,554739,556564,571,582,"insert into income (ownerid, houseid, familyincome, householdincome) values (571,582,554739,556564);"
718,816458,1091441,670,960,"insert into income (ownerid, houseid, familyincome, householdincome) values (670,960,816458,1091441);"
719,794687,1061787,457,1808,"insert into income (ownerid, houseid, familyincome, householdincome) values (457,1808,794687,1061787);"
720,527363,599454,690,2262,"insert into income (ownerid, houseid, familyincome, householdincome) values (690,2262,527363,599454);"
721,571553,658132,179,787,"insert into income (ownerid, houseid, familyincome, householdincome) values (179,787,571553,658132);"
722,898203,1180153,92,2147,"insert into income (ownerid, houseid, familyincome, householdincome) values (92,2147,898203,1180153);"
723,509269,792112,110,1466,"insert into income (ownerid, houseid, familyincome, householdincome) values (110,1466,509269,792112);"
724,634593,581959,553,1606,"insert into income (ownerid, houseid, familyincome, householdincome) values (553,1606,634593,581959);"
725,774060,1148617,906,2332,"insert into income (ownerid, houseid, familyincome, householdincome) values (906,2332,774060,1148617);"
726,951280,726500,100,1957,"insert into income (ownerid, houseid, familyincome, householdincome) values (100,1957,951280,726500);"
727,476306,892294,409,2313,"insert into income (ownerid, houseid, familyincome, householdincome) values (409,2313,476306,892294);"
728,785960,610253,53,2077,"insert into income (ownerid, houseid, familyincome, householdincome) values (53,2077,785960,610253);"
729,861037,545618,638,2284,"insert into income (ownerid, houseid, familyincome, householdincome) values (638,2284,861037,545618);"
730,968810,1048835,812,1753,"insert into income (ownerid, houseid, familyincome, householdincome) values (812,1753,968810,1048835);"
731,760728,743506,861,410,"insert into income (ownerid, houseid, familyincome, householdincome) values (861,410,760728,743506);"
732,958403,894845,406,1422,"insert into income (ownerid, houseid, familyincome, householdincome) values (406,1422,958403,894845);"
733,751432,1173520,249,2290,"insert into income (ownerid, houseid, familyincome, householdincome) values (249,2290,751432,1173520);"
734,830025,838799,34,218,"insert into income (ownerid, houseid, familyincome, householdincome) values (34,218,830025,838799);"
735,927903,1136606,836,1711,"insert into income (ownerid, houseid, familyincome, householdincome) values (836,1711,927903,1136606);"
736,945538,885092,461,500,"insert into income (ownerid, houseid, familyincome, householdincome) values (461,500,945538,885092);"
737,794113,1021118,789,1143,"insert into income (ownerid, houseid, familyincome, householdincome) values (789,1143,794113,1021118);"
738,644374,741156,835,746,"insert into income (ownerid, houseid, familyincome, householdincome) values (835,746,644374,741156);"
739,856885,578053,310,2179,"insert into income (ownerid, houseid, familyincome, householdincome) values (310,2179,856885,578053);"
740,865447,763843,833,1296,"insert into income (ownerid, houseid, familyincome, householdincome) values (833,1296,865447,763843);"
741,978973,507874,133,2180,"insert into income (ownerid, houseid, familyincome, householdincome) values (133,2180,978973,507874);"
742,729533,870459,226,2405,"insert into income (ownerid, houseid, familyincome, householdincome) values (226,2405,729533,870459);"
743,520385,795080,948,950,"insert into income (ownerid, houseid, familyincome, householdincome) values (948,950,520385,795080);"
744,998546,1004702,98,2110,"insert into income (ownerid, houseid, familyincome, householdincome) values (98,2110,998546,1004702);"
745,535237,837743,153,2488,"insert into income (ownerid, houseid, familyincome, householdincome) values (153,2488,535237,837743);"
746,547898,593758,319,1710,"insert into income (ownerid, houseid, familyincome, householdincome) values (319,1710,547898,593758);"
747,601108,972034,666,2013,"insert into income (ownerid, houseid, familyincome, householdincome) values (666,2013,601108,972034);"
748,456841,756674,608,663,"insert into income (ownerid, houseid, familyincome, householdincome) values (608,663,456841,756674);"
749,951216,1173215,646,1335,"insert into income (ownerid, houseid, familyincome, householdincome) values (646,1335,951216,1173215);"
750,722683,684366,849,1666,"insert into income (ownerid, houseid, familyincome, householdincome) values (849,1666,722683,684366);"
751,570614,549622,193,1145,"insert into income (ownerid, houseid, familyincome, householdincome) values (193,1145,570614,549622);"
752,673707,948665,834,1999,"insert into income (ownerid, houseid, familyincome, householdincome) values (834,1999,673707,948665);"
753,346297,1008902,600,1804,"insert into income (ownerid, houseid, familyincome, householdincome) values (600,1804,346297,1008902);"
754,769269,626703,691,334,"insert into income (ownerid, houseid, familyincome, householdincome) values (691,334,769269,626703);"
755,336583,556994,808,2341,"insert into income (ownerid, houseid, familyincome, householdincome) values (808,2341,336583,556994);"
756,967815,613676,9,1167,"insert into income (ownerid, houseid, familyincome, householdincome) values (9,1167,967815,613676);"
757,935086,903658,105,2071,"insert into income (ownerid, houseid, familyincome, householdincome) values (105,2071,935086,903658);"
758,867454,831730,743,2271,"insert into income (ownerid, houseid, familyincome, householdincome) values (743,2271,867454,831730);"
759,477519,581221,450,904,"insert into income (ownerid, houseid, familyincome, householdincome) values (450,904,477519,581221);"
760,621863,585393,188,1532,"insert into income (ownerid, houseid, familyincome, householdincome) values (188,1532,621863,585393);"
761,816806,576131,878,1402,"insert into income (ownerid, houseid, familyincome, householdincome) values (878,1402,816806,576131);"
762,832326,1030629,174,1959,"insert into income (ownerid, houseid, familyincome, householdincome) values (174,1959,832326,1030629);"
763,898246,1168379,388,1440,"insert into income (ownerid, houseid, familyincome, householdincome) values (388,1440,898246,1168379);"
764,731218,1188818,731,188,"insert into income (ownerid, houseid, familyincome, householdincome) values (731,188,731218,1188818);"
765,689444,791568,900,796,"insert into income (ownerid, houseid, familyincome, householdincome) values (900,796,689444,791568);"
766,913935,601780,486,1917,"insert into income (ownerid, houseid, familyincome, householdincome) values (486,1917,913935,601780);"
767,590820,739348,735,354,"insert into income (ownerid, houseid, familyincome, householdincome) values (735,354,590820,739348);"
768,864297,776331,303,991,"insert into income (ownerid, houseid, familyincome, householdincome) values (303,991,864297,776331);"
769,685329,502657,278,363,"insert into income (ownerid, houseid, familyincome, householdincome) values (278,363,685329,502657);"
770,521008,1142599,362,2138,"insert into income (ownerid, houseid, familyincome, householdincome) values (362,2138,521008,1142599);"
771,516426,1014290,134,1588,"insert into income (ownerid, houseid, familyincome, householdincome) values (134,1588,516426,1014290);"
772,748393,724582,491,2034,"insert into income (ownerid, houseid, familyincome, householdincome) values (491,2034,748393,724582);"
773,926374,518985,271,799,"insert into income (ownerid, houseid, familyincome, householdincome) values (271,799,926374,518985);"
774,461721,833515,825,77,"insert into income (ownerid, houseid, familyincome, householdincome) values (825,77,461721,833515);"
775,674213,957148,430,1509,"insert into income (ownerid, houseid, familyincome, householdincome) values (430,1509,674213,957148);"
776,570302,924646,965,1041,"insert into income (ownerid, houseid, familyincome, householdincome) values (965,1041,570302,924646);"
777,558577,831766,151,1293,"insert into income (ownerid, houseid, familyincome, householdincome) values (151,1293,558577,831766);"
778,836669,1088638,278,1352,"insert into income (ownerid, houseid, familyincome, householdincome) values (278,1352,836669,1088638);"
779,713189,1154167,330,151,"insert into income (ownerid, houseid, familyincome, householdincome) values (330,151,713189,1154167);"
780,752856,1162885,253,1875,"insert into income (ownerid, houseid, familyincome, householdincome) values (253,1875,752856,1162885);"
781,726252,530965,287,774,"insert into income (ownerid, houseid, familyincome, householdincome) values (287,774,726252,530965);"
782,932892,838974,165,1430,"insert into income (ownerid, houseid, familyincome, householdincome) values (165,1430,932892,838974);"
783,581392,895161,218,2493,"insert into income (ownerid, houseid, familyincome, householdincome) values (218,2493,581392,895161);"
784,308971,1098312,130,1477,"insert into income (ownerid, houseid, familyincome, householdincome) values (130,1477,308971,1098312);"
785,895218,649335,16,606,"insert into income (ownerid, houseid, familyincome, householdincome) values (16,606,895218,649335);"
786,642646,668660,490,2257,"insert into income (ownerid, houseid, familyincome, householdincome) values (490,2257,642646,668660);"
787,637313,752773,11,337,"insert into income (ownerid, houseid, familyincome, householdincome) values (11,337,637313,752773);"
788,855819,884684,109,1565,"insert into income (ownerid, houseid, familyincome, householdincome) values (109,1565,855819,884684);"
789,379491,1084520,962,417,"insert into income (ownerid, houseid, familyincome, householdincome) values (962,417,379491,1084520);"
790,775245,650767,174,817,"insert into income (ownerid, houseid, familyincome, householdincome) values (174,817,775245,650767);"
791,856673,707892,683,1613,"insert into income (ownerid, houseid, familyincome, householdincome) values (683,1613,856673,707892);"
792,334082,674893,240,2059,"insert into income (ownerid, houseid, familyincome, householdincome) values (240,2059,334082,674893);"
793,833762,810853,976,1940,"insert into income (ownerid, houseid, familyincome, householdincome) values (976,1940,833762,810853);"
794,953772,1009937,85,512,"insert into income (ownerid, houseid, familyincome, householdincome) values (85,512,953772,1009937);"
795,936611,676881,894,1968,"insert into income (ownerid, houseid, familyincome, householdincome) values (894,1968,936611,676881);"
796,605638,1143890,361,2043,"insert into income (ownerid, houseid, familyincome, householdincome) values (361,2043,605638,1143890);"
797,953130,595648,492,1602,"insert into income (ownerid, houseid, familyincome, householdincome) values (492,1602,953130,595648);"
798,856077,886590,1,2122,"insert into income (ownerid, houseid, familyincome, householdincome) values (1,2122,856077,886590);"
799,700850,676563,815,1106,"insert into income (ownerid, houseid, familyincome, householdincome) values (815,1106,700850,676563);"
800,573881,923203,669,2165,"insert into income (ownerid, houseid, familyincome, householdincome) values (669,2165,573881,923203);"
801,362410,825706,243,2109,"insert into income (ownerid, houseid, familyincome, householdincome) values (243,2109,362410,825706);"
802,390373,1175443,577,2498,"insert into income (ownerid, houseid, familyincome, householdincome) values (577,2498,390373,1175443);"
803,860643,670103,317,1048,"insert into income (ownerid, houseid, familyincome, householdincome) values (317,1048,860643,670103);"
804,950819,1191656,393,2236,"insert into income (ownerid, houseid, familyincome, householdincome) values (393,2236,950819,1191656);"
805,687830,1079423,406,1843,"insert into income (ownerid, houseid, familyincome, householdincome) values (406,1843,687830,1079423);"
