,addressid,stateID,bedrooms,bathrooms,propertytypeID,price,heatingtypeID,forsale,appliancessincluded,yr_built,ownerid,
372,3527,32,4,2.25,3,530000,2,TRUE,FALSE,1954,377,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (3527,377,32,4,2.25,3,530000,2,TRUE,FALSE,1954);"
373,4947,32,5,3,4,380000,1,FALSE,FALSE,2004,191,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (4947,191,32,5,3,4,380000,1,FALSE,FALSE,2004);"
374,3057,32,3,2.25,2,297000,2,FALSE,FALSE,1994,711,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (3057,711,32,3,2.25,2,297000,2,FALSE,FALSE,1994);"
375,2663,32,4,2.5,3,730000,2,TRUE,TRUE,2004,384,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (2663,384,32,4,2.5,3,730000,2,TRUE,TRUE,2004);"
376,696,32,3,1.75,4,450000,4,FALSE,TRUE,1940,564,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (696,564,32,3,1.75,4,450000,4,FALSE,TRUE,1940);"
377,4717,32,3,3,1,275000,1,FALSE,TRUE,1997,702,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (4717,702,32,3,3,1,275000,1,FALSE,TRUE,1997);"
378,4950,32,4,2,2,595000,1,TRUE,TRUE,1960,774,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (4950,774,32,4,2,2,595000,1,TRUE,TRUE,1960);"
379,3753,32,3,1.5,2,435000,1,FALSE,TRUE,1904,410,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (3753,410,32,3,1.5,2,435000,1,FALSE,TRUE,1904);"
380,4542,32,2,1.5,1,270000,3,FALSE,FALSE,1954,189,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (4542,189,32,2,1.5,1,270000,3,FALSE,FALSE,1954);"
381,4361,32,3,3,4,950000,4,FALSE,FALSE,1986,627,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (4361,627,32,3,3,4,950000,4,FALSE,FALSE,1986);"
382,2565,32,4,2.25,4,389000,3,TRUE,TRUE,2001,915,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (2565,915,32,4,2.25,4,389000,3,TRUE,TRUE,2001);"
383,2229,32,4,2.25,1,560000,2,FALSE,FALSE,1968,822,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (2229,822,32,4,2.25,1,560000,2,FALSE,FALSE,1968);"
384,3010,32,5,3.5,2,1350000,1,TRUE,FALSE,1998,93,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (3010,93,32,5,3.5,2,1350000,1,TRUE,FALSE,1998);"
385,2230,32,4,2.25,4,799000,3,TRUE,TRUE,1969,281,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (2230,281,32,4,2.25,4,799000,3,TRUE,TRUE,1969);"
386,3524,32,3,2,1,365500,3,TRUE,TRUE,1983,207,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (3524,207,32,3,2,1,365500,3,TRUE,TRUE,1983);"
387,2856,32,3,2,3,252350,1,FALSE,FALSE,1979,468,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (2856,468,32,3,2,3,252350,1,FALSE,FALSE,1979);"
388,2740,32,4,2.5,2,403950,1,TRUE,TRUE,1993,942,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (2740,942,32,4,2.5,2,403950,1,TRUE,TRUE,1993);"
389,309,32,4,1.5,1,385000,2,TRUE,FALSE,1954,140,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (309,140,32,4,1.5,1,385000,2,TRUE,FALSE,1954);"
390,3445,32,4,1,1,345000,4,TRUE,TRUE,1957,541,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (3445,541,32,4,1,1,345000,4,TRUE,TRUE,1957);"
391,4100,32,3,2.75,2,490000,3,FALSE,TRUE,1979,672,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (4100,672,32,3,2.75,2,490000,3,FALSE,TRUE,1979);"
392,455,32,3,2.5,1,330000,4,TRUE,TRUE,2005,772,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (455,772,32,3,2.5,1,330000,4,TRUE,TRUE,2005);"
393,3491,32,4,2.75,1,927000,1,FALSE,TRUE,1953,298,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (3491,298,32,4,2.75,1,927000,1,FALSE,TRUE,1953);"
394,3858,32,4,2.5,3,1118000,1,TRUE,TRUE,1983,110,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (3858,110,32,4,2.5,3,1118000,1,TRUE,TRUE,1983);"
395,4814,32,2,1,1,330000,3,FALSE,FALSE,1950,717,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (4814,717,32,2,1,1,330000,3,FALSE,FALSE,1950);"
396,2792,32,5,2.25,3,530000,2,TRUE,FALSE,1958,804,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (2792,804,32,5,2.25,3,530000,2,TRUE,FALSE,1958);"
397,3026,32,4,2,2,365000,4,FALSE,FALSE,1962,268,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (3026,268,32,4,2,2,365000,4,FALSE,FALSE,1962);"
398,4795,32,3,2.5,1,378750,4,TRUE,FALSE,1909,155,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (4795,155,32,3,2.5,1,378750,4,TRUE,FALSE,1909);"
399,2012,32,4,1.75,1,269900,1,FALSE,TRUE,1968,580,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (2012,580,32,4,1.75,1,269900,1,FALSE,TRUE,1968);"
400,2036,32,3,3.5,1,557000,3,FALSE,FALSE,2008,515,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (2036,515,32,3,3.5,1,557000,3,FALSE,FALSE,2008);"
401,4470,32,4,1.75,2,360000,1,FALSE,TRUE,1974,702,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (4470,702,32,4,1.75,2,360000,1,FALSE,TRUE,1974);"
402,3859,32,2,1,1,352000,4,TRUE,FALSE,1937,60,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (3859,60,32,2,1,1,352000,4,TRUE,FALSE,1937);"
403,2710,32,3,2.5,1,437000,3,TRUE,FALSE,1994,47,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (2710,47,32,3,2.5,1,437000,3,TRUE,FALSE,1994);"
404,1773,32,4,2.5,3,322500,3,TRUE,FALSE,1994,876,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (1773,876,32,4,2.5,3,322500,3,TRUE,FALSE,1994);"
405,4809,32,3,3.25,2,650000,4,FALSE,FALSE,2001,655,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (4809,655,32,3,3.25,2,650000,4,FALSE,FALSE,2001);"
406,3785,32,3,2,2,450000,1,TRUE,FALSE,2001,913,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (3785,913,32,3,2,2,450000,1,TRUE,FALSE,2001);"
407,1873,32,3,2,3,278500,4,TRUE,TRUE,1998,379,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (1873,379,32,3,2,3,278500,4,TRUE,TRUE,1998);"
408,3232,32,4,2.5,3,364950,2,TRUE,TRUE,1995,826,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (3232,826,32,4,2.5,3,364950,2,TRUE,TRUE,1995);"
409,2014,32,4,3.5,1,840000,3,TRUE,TRUE,1986,628,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (2014,628,32,4,3.5,1,840000,3,TRUE,TRUE,1986);"
410,2987,32,3,2.5,4,268000,4,FALSE,TRUE,1991,201,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (2987,201,32,3,2.5,4,268000,4,FALSE,TRUE,1991);"
411,2699,32,2,1,1,517534,4,TRUE,FALSE,2006,948,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (2699,948,32,2,1,1,517534,4,TRUE,FALSE,2006);"
412,4599,32,3,2.5,1,632925,3,FALSE,TRUE,1978,357,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (4599,357,32,3,2.5,1,632925,3,FALSE,TRUE,1978);"
413,3385,32,3,2.5,3,577500,1,TRUE,FALSE,1995,662,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (3385,662,32,3,2.5,3,577500,1,TRUE,FALSE,1995);"
414,1225,32,4,1.5,3,339000,3,FALSE,FALSE,1920,513,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (1225,513,32,4,1.5,3,339000,3,FALSE,FALSE,1920);"
415,1506,32,3,1.75,2,570000,1,TRUE,FALSE,1967,371,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (1506,371,32,3,1.75,2,570000,1,TRUE,FALSE,1967);"
416,619,32,4,1.75,1,563500,1,FALSE,FALSE,1964,681,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (619,681,32,4,1.75,1,563500,1,FALSE,FALSE,1964);"
417,1665,32,4,2.25,1,423000,3,FALSE,TRUE,1962,122,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (1665,122,32,4,2.25,1,423000,3,FALSE,TRUE,1962);"
418,3632,32,3,2.25,1,355000,1,FALSE,FALSE,2012,913,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (3632,913,32,3,2.25,1,355000,1,FALSE,FALSE,2012);"
419,4959,32,5,4.25,3,1550000,2,TRUE,FALSE,1999,843,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (4959,843,32,5,4.25,3,1550000,2,TRUE,FALSE,1999);"
420,653,32,2,1,1,482000,3,TRUE,TRUE,1941,17,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (653,17,32,2,1,1,482000,3,TRUE,TRUE,1941);"
421,3687,32,3,1.75,2,625000,1,TRUE,TRUE,1955,325,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (3687,325,32,3,1.75,2,625000,1,TRUE,TRUE,1955);"
422,1786,32,3,2.5,3,538000,2,FALSE,TRUE,1988,619,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (1786,619,32,3,2.5,3,538000,2,FALSE,TRUE,1988);"
423,2415,32,3,2.5,1,380000,1,FALSE,TRUE,1985,375,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (2415,375,32,3,2.5,1,380000,1,FALSE,TRUE,1985);"
424,2318,32,2,1,2,375000,1,FALSE,FALSE,1909,422,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (2318,422,32,2,1,2,375000,1,FALSE,FALSE,1909);"
425,2618,32,3,2.5,1,245000,2,TRUE,FALSE,1996,257,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (2618,257,32,3,2.5,1,245000,2,TRUE,FALSE,1996);"
426,425,32,5,1.75,4,310000,4,FALSE,TRUE,1947,742,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (425,742,32,5,1.75,4,310000,4,FALSE,TRUE,1947);"
427,2334,32,3,2,3,1300000,4,TRUE,TRUE,1976,779,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (2334,779,32,3,2,3,1300000,4,TRUE,TRUE,1976);"
428,2071,32,4,2,2,397000,3,TRUE,FALSE,1971,663,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (2071,663,32,4,2,2,397000,3,TRUE,FALSE,1971);"
429,4016,32,3,2.5,1,365000,3,TRUE,FALSE,2005,857,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (4016,857,32,3,2.5,1,365000,3,TRUE,FALSE,2005);"
430,3510,32,4,3,3,328500,1,TRUE,TRUE,1990,35,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (3510,35,32,4,3,3,328500,1,TRUE,TRUE,1990);"
431,4275,32,4,3,4,988000,4,TRUE,FALSE,1987,889,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (4275,889,32,4,3,4,988000,4,TRUE,FALSE,1987);"
432,935,32,4,2.5,1,1000000,4,FALSE,TRUE,1922,540,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (935,540,32,4,2.5,1,1000000,4,FALSE,TRUE,1922);"
433,2322,32,3,2.5,2,237000,3,TRUE,TRUE,2005,721,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (2322,721,32,3,2.5,2,237000,3,TRUE,TRUE,2005);"
434,3644,32,4,2.5,1,525000,2,TRUE,TRUE,2003,465,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (3644,465,32,4,2.5,1,525000,2,TRUE,TRUE,2003);"
435,1157,32,4,2.5,3,749000,1,TRUE,TRUE,1976,174,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (1157,174,32,4,2.5,3,749000,1,TRUE,TRUE,1976);"
436,67,32,5,2.5,4,722500,1,FALSE,TRUE,1983,252,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (67,252,32,5,2.5,4,722500,1,FALSE,TRUE,1983);"
437,3819,32,3,2.5,3,843000,1,TRUE,TRUE,1991,288,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (3819,288,32,3,2.5,3,843000,1,TRUE,TRUE,1991);"
438,4494,32,2,2,4,438000,2,TRUE,FALSE,2000,818,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (4494,818,32,2,2,4,438000,2,TRUE,FALSE,2000);"
439,2830,32,3,1.75,1,578000,4,TRUE,TRUE,1977,620,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (2830,620,32,3,1.75,1,578000,4,TRUE,TRUE,1977);"
440,1039,32,3,1.5,1,227950,4,TRUE,FALSE,1954,865,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (1039,865,32,3,1.5,1,227950,4,TRUE,FALSE,1954);"
441,4273,32,3,2.25,1,196000,3,FALSE,FALSE,1974,910,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (4273,910,32,3,2.25,1,196000,3,FALSE,FALSE,1974);"
442,968,32,2,1,3,641000,2,FALSE,FALSE,1953,362,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (968,362,32,2,1,3,641000,2,FALSE,FALSE,1953);"
443,3976,32,3,1.5,1,350000,3,FALSE,FALSE,1980,27,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (3976,27,32,3,1.5,1,350000,3,FALSE,FALSE,1980);"
444,2228,32,3,1,4,205000,2,TRUE,FALSE,1960,862,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (2228,862,32,3,1,4,205000,2,TRUE,FALSE,1960);"
445,3656,32,3,1.75,4,400000,3,TRUE,FALSE,1968,283,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (3656,283,32,3,1.75,4,400000,3,TRUE,FALSE,1968);"
446,944,32,3,2.5,2,1030000,1,FALSE,TRUE,2005,884,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (944,884,32,3,2.5,2,1030000,1,FALSE,TRUE,2005);"
447,4204,32,3,2,2,505000,3,TRUE,TRUE,1972,701,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (4204,701,32,3,2,2,505000,3,TRUE,TRUE,1972);"
448,3134,32,5,2.5,3,475000,1,TRUE,FALSE,1975,431,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (3134,431,32,5,2.5,3,475000,1,TRUE,FALSE,1975);"
449,3799,32,3,2.25,2,520000,4,FALSE,TRUE,1977,561,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (3799,561,32,3,2.25,2,520000,4,FALSE,TRUE,1977);"
450,1436,32,3,4.5,3,1450000,3,FALSE,TRUE,1977,21,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (1436,21,32,3,4.5,3,1450000,3,FALSE,TRUE,1977);"
451,3678,32,3,1.75,1,333500,4,FALSE,FALSE,1965,722,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (3678,722,32,3,1.75,1,333500,4,FALSE,FALSE,1965);"
452,1708,32,3,1,2,232000,4,TRUE,FALSE,1976,704,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (1708,704,32,3,1,2,232000,4,TRUE,FALSE,1976);"
453,2053,32,3,2.75,2,691100,4,FALSE,FALSE,1983,436,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (2053,436,32,3,2.75,2,691100,4,FALSE,FALSE,1983);"
454,2325,32,3,1.75,3,811000,4,TRUE,TRUE,1960,435,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (2325,435,32,3,1.75,3,811000,4,TRUE,TRUE,1960);"
455,1648,32,3,2.5,3,551000,4,TRUE,FALSE,2001,717,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (1648,717,32,3,2.5,3,551000,4,TRUE,FALSE,2001);"
456,676,32,3,2.5,4,496500,4,TRUE,TRUE,1994,708,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (676,708,32,3,2.5,4,496500,4,TRUE,TRUE,1994);"
457,163,32,3,3,3,705000,3,FALSE,TRUE,1980,787,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (163,787,32,3,3,3,705000,3,FALSE,TRUE,1980);"
458,3645,32,4,2.5,3,578000,2,FALSE,TRUE,1966,862,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (3645,862,32,4,2.5,3,578000,2,FALSE,TRUE,1966);"
459,4258,32,3,1.75,3,255000,2,FALSE,FALSE,1986,368,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (4258,368,32,3,1.75,3,255000,2,FALSE,FALSE,1986);"
460,190,32,4,3.5,2,1050000,3,FALSE,TRUE,2007,679,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (190,679,32,4,3.5,2,1050000,3,FALSE,TRUE,2007);"
461,4440,32,3,2.25,3,348000,1,FALSE,TRUE,1989,221,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (4440,221,32,3,2.25,3,348000,1,FALSE,TRUE,1989);"
462,231,32,3,2,4,230000,1,TRUE,FALSE,1985,429,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (231,429,32,3,2,4,230000,1,TRUE,FALSE,1985);"
463,4353,32,4,2.25,1,359500,3,FALSE,TRUE,1988,193,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (4353,193,32,4,2.25,1,359500,3,FALSE,TRUE,1988);"
464,3381,32,3,1,1,330000,4,TRUE,FALSE,1953,770,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (3381,770,32,3,1,1,330000,4,TRUE,FALSE,1953);"
465,3628,32,1,0.75,3,80000,3,TRUE,FALSE,1912,611,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (3628,611,32,1,0.75,3,80000,3,TRUE,FALSE,1912);"
466,4007,32,3,1.75,3,465000,2,FALSE,TRUE,1954,431,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (4007,431,32,3,1.75,3,465000,2,FALSE,TRUE,1954);"
467,3128,32,4,2.5,1,325000,3,FALSE,FALSE,1997,351,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (3128,351,32,4,2.5,1,325000,3,FALSE,FALSE,1997);"
468,520,32,3,2,4,340500,3,TRUE,FALSE,1947,91,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (520,91,32,3,2,4,340500,3,TRUE,FALSE,1947);"
469,3742,32,3,2.5,2,342500,1,TRUE,TRUE,1993,974,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (3742,974,32,3,2.5,2,342500,1,TRUE,TRUE,1993);"
470,3785,32,2,2,1,290900,3,TRUE,FALSE,1930,608,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (3785,608,32,2,2,1,290900,3,TRUE,FALSE,1930);"
471,2286,32,3,4.25,3,868700,2,FALSE,TRUE,2000,688,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (2286,688,32,3,4.25,3,868700,2,FALSE,TRUE,2000);"
472,715,32,4,2.75,4,1199000,2,TRUE,TRUE,1928,873,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (715,873,32,4,2.75,4,1199000,2,TRUE,TRUE,1928);"
473,2499,32,4,3.25,4,1150000,3,TRUE,TRUE,2000,765,"insert into house (addressid, ownerid, stateid, beds, bathrooms, propertytypeid,price,heatingtypeid,vacancy,appliancesincluded,yearbuilt) values (2499,765,32,4,3.25,4,1150000,3,TRUE,TRUE,2000);"
